id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
8521,https://www.airbnb.com/rooms/8521,20231226203940,2023-12-27,city scrape,Rental unit in Cambridge · ★4.80 · 2 bedrooms · 2 beds · 1 bath,,"Huron Village is known for its charm.  We have playgrounds, a reservoir, small artisans, a used bookstore, antiques, and two bakery-cafes all within walking distance of Harvard Square.  You'll also find scrumptious take-out in several local places. (URL HIDDEN)<br />(URL HIDDEN)",https://a0.muscache.com/pictures/30536/072e0a55_original.jpg,306681,https://www.airbnb.com/users/show/306681,Janet,2010-12-01,"Cambridge, MA","I'm a professor at one of the local universities and a long-time Cambridge resident.  I live on the second floor at 64 Granville Road with my daughter.  We enjoy sharing our ""Cambridge tips"" with all of our visitors: where to ice-skate in winter or rent a canoe in summer, the best local places for cheese, bread, and yummy ethnic take-out treats.  We can lend you bikes and direct you to the Minuteman Bikeway, an 11-mile shady ride through Arlington, Lexington and Bedford, or give you a couple of sleds and show you the hill at Fresh Pond.  Whatever the season, we look forward to welcoming you when you're in Cambridge.",within a day,100%,73%,t,https://a0.muscache.com/im/users/306681/profile_pic/1309790297/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/306681/profile_pic/1309790297/original.jpg?aki_policy=profile_x_medium,Cambridge,2,3,"['email', 'phone']",t,t,"Cambridge, Massachusetts, United States",West Cambridge,,42.38258,-71.13646,Entire rental unit,Entire home/apt,5,,1 bath,,2,[],$225.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,0,0,22,284,2023-12-27,66,16,0,2009-07-23,2023-08-26,4.8,4.95,4.97,4.89,4.9,4.92,4.73,C0121120491,f,2,2,0,0,0.38
11169,https://www.airbnb.com/rooms/11169,20231226203940,2023-12-27,previous scrape,Home in Cambridge · ★4.78 · 1 bedroom · 1 private bath,,"The neighborhood is quiet and friendly and our street is tree-lined, and known as one of the nicest blocks in what is a great neighborhood. It's far enough away from the main street so you won't hear any noise, yet within moments you can be at the subway or in Davis or Porter Squares. there's a sweet playground nearby, a bike trail extending 19 miles, and many parks. A Whole Foods and Trader Joe's are both within a 15 minute walk.",https://a0.muscache.com/pictures/miso/Hosting-11169/original/0dc97418-a009-4e38-b8e3-f261a9773561.jpeg,40965,https://www.airbnb.com/users/show/40965,Judy,2009-09-24,"Cambridge, MA","Friendly, politically progressive, resourceful... I love hosting people from all over the world, and know the area well for a native NY'er. You will find the environment 'on the court' restful, peaceful and as one  guest from put it, ""I  figured you were a healer of some sort-- because your home feels healing."" Our place is relaxing and down to earth, with  an artistic and colorful ambiance, and lots of sunlight.",within an hour,100%,51%,t,https://a0.muscache.com/im/users/40965/profile_pic/1417297269/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/40965/profile_pic/1417297269/original.jpg?aki_policy=profile_x_medium,Cambridge,4,4,"['email', 'phone']",t,t,"Cambridge, Massachusetts, United States",North Cambridge,,42.3963,-71.13135,Private room in home,Private room,3,,1 private bath,,,[],$183.00,3,14,4,4,14,14,4.0,14.0,,t,27,57,87,346,2023-12-27,175,11,0,2010-03-30,2023-10-23,4.78,4.72,4.76,4.92,4.92,4.78,4.76,,f,3,1,2,0,1.05
19581,https://www.airbnb.com/rooms/19581,20231226203940,2023-12-27,city scrape,Bed and breakfast in Cambridge · ★4.50 · 1 bedroom · 1 bed · 1 private bath,,,https://a0.muscache.com/pictures/188f1b4b-f37b-473c-b28c-3962050e6fdc.jpg,74249,https://www.airbnb.com/users/show/74249,Marc And Patty,2010-01-27,"Cambridge, MA","We are adventure seekers.  Both Patty and I love to travel, and explore the world through food. ...",within an hour,100%,100%,t,https://a0.muscache.com/im/users/74249/profile_pic/1300493791/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/74249/profile_pic/1300493791/original.jpg?aki_policy=profile_x_medium,Central Square,3,3,"['email', 'phone']",t,t,,The Port,,42.36258,-71.09603,Private room in bed and breakfast,Private room,1,,1 private bath,,1,[],$225.00,10,730,7,7,730,730,7.0,730.0,,t,28,58,88,319,2023-12-27,11,3,0,2010-03-06,2023-10-25,4.5,4.56,4.56,4.56,4.89,4.89,4.22,,t,3,0,3,0,0.07
27498,https://www.airbnb.com/rooms/27498,20231226203940,2023-12-27,city scrape,Bed and breakfast in Cambridge · ★4.73 · 1 bedroom · 1 bed · 1 private bath,,,https://a0.muscache.com/pictures/bab30c3c-ff3c-4a1c-bbeb-72c3928d2008.jpg,74249,https://www.airbnb.com/users/show/74249,Marc And Patty,2010-01-27,"Cambridge, MA","We are adventure seekers.  Both Patty and I love to travel, and explore the world through food. ...",within an hour,100%,100%,t,https://a0.muscache.com/im/users/74249/profile_pic/1300493791/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/74249/profile_pic/1300493791/original.jpg?aki_policy=profile_x_medium,Central Square,3,3,"['email', 'phone']",t,t,,The Port,,42.36254,-71.09698,Private room in bed and breakfast,Private room,2,,1 private bath,,1,[],$250.00,5,730,5,7,360,730,6.1,724.9,,t,30,60,84,359,2023-12-27,23,4,0,2010-07-22,2023-10-29,4.73,4.62,4.71,4.57,4.71,4.86,4.57,,t,3,0,3,0,0.14
79762,https://www.airbnb.com/rooms/79762,20231226203940,2023-12-27,city scrape,Rental unit in Cambridge · ★4.86 · 2 bedrooms · 2 beds · 1 bath,,Annmarie and I have lived in this area for over 50 years. We both live on the first floor of this house and know where people want to go. We can suggest the best restaurants and attractions in the neighborhood.,https://a0.muscache.com/pictures/540299/82cb0305_original.jpg,430015,https://www.airbnb.com/users/show/430015,Kevin,2011-03-08,"Cambridge, MA","Annmarie and I were both born here in Cambridge. We have lived in the same location our entire lives. It is a wonderful area for visiting the city..We started with Airbnb for 4 years now and it has been a wonderfull experience. Many people have stayed here from all over the world.. Marathons, Graduations, Reunions and Family get togethers. We are surrounded by Great restaurant's and cafe's.. We are 5 minutes to bus lines and the Redline. You can walk to Harvard or MIT in 10-15 minutes Walkability has a 95% rating. We also have free parking.",within a day,100%,85%,t,https://a0.muscache.com/im/users/430015/profile_pic/1355418255/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/430015/profile_pic/1355418255/original.jpg?aki_policy=profile_x_medium,Cambridge,1,2,"['email', 'phone']",t,t,"Cambridge, Massachusetts, United States",The Port,,42.3695,-71.09921,Entire rental unit,Entire home/apt,4,,1 bath,,2,[],$300.00,3,365,3,3,365,365,3.0,365.0,,t,1,25,55,301,2023-12-27,408,23,0,2011-05-05,2023-10-23,4.86,4.87,4.86,4.95,4.93,4.92,4.75,STR-15661,f,1,1,0,0,2.65
106474,https://www.airbnb.com/rooms/106474,20231226203940,2023-12-27,city scrape,Bed and breakfast in Cambridge · ★4.86 · 1 bedroom · 1 bed · 1 private bath,,,https://a0.muscache.com/pictures/f4794a48-e943-40c3-9262-20a38d687750.jpg,74249,https://www.airbnb.com/users/show/74249,Marc And Patty,2010-01-27,"Cambridge, MA","We are adventure seekers.  Both Patty and I love to travel, and explore the world through food. ...",within an hour,100%,100%,t,https://a0.muscache.com/im/users/74249/profile_pic/1300493791/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/74249/profile_pic/1300493791/original.jpg?aki_policy=profile_x_medium,Central Square,3,3,"['email', 'phone']",t,t,,The Port,,42.36274,-71.09768,Private room in bed and breakfast,Private room,3,,1 private bath,,1,[],$265.00,5,365,5,5,365,365,5.0,365.0,,t,28,58,88,363,2023-12-27,21,0,0,2011-09-05,2022-10-12,4.86,5.0,4.9,4.9,5.0,4.95,4.62,ROT-10694669-006,t,3,0,3,0,0.14
108898,https://www.airbnb.com/rooms/108898,20231226203940,2023-12-27,city scrape,Rental unit in Cambridge · ★4.74 · 1 bedroom · 1 bed · 1 bath,,"Huron Village is known for its charm.  We have playgrounds, a reservoir, small artisans, a used bookstore, antiques, and two bakery-cafes.  And you'll find  scrumptious take-out, available in several local places.  We're within walking distance of Harvard Square and on 3 bus lines .  (URL HIDDEN)<br />(URL HIDDEN)",https://a0.muscache.com/pictures/4382175/5853951c_original.jpg,306681,https://www.airbnb.com/users/show/306681,Janet,2010-12-01,"Cambridge, MA","I'm a professor at one of the local universities and a long-time Cambridge resident.  I live on the second floor at 64 Granville Road with my daughter.  We enjoy sharing our ""Cambridge tips"" with all of our visitors: where to ice-skate in winter or rent a canoe in summer, the best local places for cheese, bread, and yummy ethnic take-out treats.  We can lend you bikes and direct you to the Minuteman Bikeway, an 11-mile shady ride through Arlington, Lexington and Bedford, or give you a couple of sleds and show you the hill at Fresh Pond.  Whatever the season, we look forward to welcoming you when you're in Cambridge.",within a day,100%,73%,t,https://a0.muscache.com/im/users/306681/profile_pic/1309790297/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/306681/profile_pic/1309790297/original.jpg?aki_policy=profile_x_medium,Cambridge,2,3,"['email', 'phone']",t,t,"Cambridge, Massachusetts, United States",West Cambridge,,42.38227,-71.13643,Entire rental unit,Entire home/apt,3,,1 bath,,1,[],$225.00,2,730,2,2,730,730,2.0,730.0,,t,0,0,0,236,2023-12-27,42,8,0,2011-05-24,2023-06-30,4.74,4.8,4.93,4.83,4.93,4.95,4.78,CO121110491,f,2,2,0,0,0.27
405144,https://www.airbnb.com/rooms/405144,20231226203940,2023-12-27,city scrape,Rental unit in Mid-Cambridge · ★4.75 · 2 bedrooms · 1 bed · 1 bath,,,https://a0.muscache.com/pictures/4569264/44b79f6b_original.jpg,2018955,https://www.airbnb.com/users/show/2018955,Nicole,2012-03-27,"Mid-Cambridge, MA","We are professionals living in Cambridge, MA.  Nicole is from New York, Dotan is from Haifa.  We love travelling and we've stayed in airbnbs all over the world! ",a few days or more,0%,0%,f,https://a0.muscache.com/im/users/2018955/profile_pic/1332903709/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/2018955/profile_pic/1332903709/original.jpg?aki_policy=profile_x_medium,Cambridge,1,1,"['email', 'phone']",t,f,,Riverside,,42.3691,-71.11237,Entire rental unit,Entire home/apt,4,,1 bath,,1,[],$165.00,31,500,31,31,500,500,31.0,500.0,,t,29,38,38,200,2023-12-27,54,0,0,2012-04-12,2021-07-29,4.75,4.77,4.85,4.94,4.92,4.92,4.55,,f,1,1,0,0,0.38
445407,https://www.airbnb.com/rooms/445407,20231226203940,2023-12-27,previous scrape,Rental unit in Mid-Cambridge · ★4.93 · 4 bedrooms · 6 beds · 2 baths,,Neighborhood is tucked away behind MIT and Kendall Square.  East Cambridge still has a strong Portuguese population that is apparent with grape vines surrounding our yard.  Our oldest son goes to school down the street and we love the community and our neighborhood.,https://a0.muscache.com/pictures/5736349/41af1213_original.jpg,2212429,https://www.airbnb.com/users/show/2212429,Jimmy,2012-04-24,"Cambridge, MA","My wife and I are teachers north of Boston and have 4 children.  We enjoy traveling, being active, and spending time in Cape Cod and Lake Ontario.
  
As a family we enjoy seeing different places and experiencing different cultures.  We love the concept of airbnb and the idea of communal living.  As a young family we love the idea of living somewhere else and having the flexibility/comforts of a kitchen and yard. ",within an hour,100%,99%,t,https://a0.muscache.com/im/users/2212429/profile_pic/1423275652/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/2212429/profile_pic/1423275652/original.jpg?aki_policy=profile_x_medium,Cambridge,3,3,"['email', 'phone', 'work_email']",t,t,"Mid-Cambridge, Massachusetts, United States",Wellington-Harrington,,42.37147,-71.08939,Entire rental unit,Entire home/apt,7,,2 baths,,6,[],"$1,500.00",3,28,3,3,1125,1125,3.0,1125.0,,t,0,0,0,124,2023-12-27,75,11,0,2012-06-29,2023-08-17,4.93,4.89,4.91,4.96,4.99,4.8,4.76,STR-17249,t,2,2,0,0,0.54
456429,https://www.airbnb.com/rooms/456429,20231226203940,2023-12-27,city scrape,Rental unit in Somerville · ★4.97 · 3 bedrooms · 6 beds · 2 baths,,"Please remember that the AirBnB ""pins"" do not show you exact listing locations. We are a three-four minute walk to Davis Square and the subway in one direction, and also a two-three minute walk to the grocery store and bus on Mass Ave in the other direction.<br />Our location offers very easy access to Harvard, Tufts, Cambridge, Arlington and Boston. There are children's playgrounds within a short walk, and a public beach within a short drive. Davis Square, right at the next corner, is a destination in itself. <br />Here's a portion of an article from the Boston Globe about Davis Square:<br /><br />Somerville crossroads lives up to its hip image<br /><br />“We’ve come from a foreign land called suburbia,” a mother joked to her two highly energized toddlers as they darted about on the busy sidewalks of Davis Square. On a sunny Saturday afternoon, urban bohemians and families alike swarmed into this hipster beehive to purge their cabin fever.<br /><br />Sandwiched between Tufts Universit",https://a0.muscache.com/pictures/5868456/474c605d_original.jpg,2244099,https://www.airbnb.com/users/show/2244099,Rebecca,2012-04-28,"Somerville, MA","Richard is an artist. I worked as a residential designer/builder for years, and now I write about it. I also consult with non-profit organizations about strategic planning,
We love to travel as well, and also have a home on Prince Edward Island in Canada.  Where-ever we go, I like to cook and dance. ",N/A,N/A,100%,t,https://a0.muscache.com/im/pictures/user/01411322-e072-4487-a34f-76b66c460b6b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/01411322-e072-4487-a34f-76b66c460b6b.jpg?aki_policy=profile_x_medium,Somerville,1,5,"['email', 'phone']",t,t,"Somerville, Massachusetts, United States",North Cambridge,,42.39475,-71.12548,Entire rental unit,Entire home/apt,6,,2 baths,,6,[],$557.00,4,120,4,4,1125,1125,4.0,1125.0,,t,0,0,0,20,2023-12-27,295,11,0,2012-06-14,2023-08-17,4.97,4.98,4.99,4.97,4.98,4.97,4.84,,f,1,1,0,0,2.10
675441,https://www.airbnb.com/rooms/675441,20231226203940,2023-12-27,city scrape,Rental unit in Cambridge · ★4.64 · 1 bedroom · 1 bed · 1 shared bath,,,https://a0.muscache.com/pictures/miso/Hosting-675441/original/63339161-3fe0-463d-bebf-684d712518ac.jpeg,3423245,https://www.airbnb.com/users/show/3423245,Elaine,2012-08-30,"Cambridge, MA","I like travel, music, art and fitness.  ",N/A,N/A,N/A,f,https://a0.muscache.com/im/users/3423245/profile_pic/1372101176/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/3423245/profile_pic/1372101176/original.jpg?aki_policy=profile_x_medium,East Cambridge,2,5,"['email', 'phone']",t,t,,East Cambridge,,42.37103,-71.07557,Private room in rental unit,Private room,2,,1 shared bath,,1,[],$188.00,91,365,91,91,365,365,91.0,365.0,,t,30,60,90,365,2023-12-27,12,0,0,2012-09-24,2013-10-25,4.64,4.83,4.42,4.75,5.0,4.75,4.5,,t,1,0,1,0,0.09
715532,https://www.airbnb.com/rooms/715532,20231226203940,2023-12-27,city scrape,Rental unit in Cambridge · ★4.92 · 1 bedroom · 2 beds · 1 bath,,"Our street is a beautiful quiet tree lined street that does not get a lot of car traffic since it is not a through street from major roads.  There are several parks close by- a large one that is great for jogging, soccer, softball, track and smaller ones that with newly renovated playground equipment and water features for hot days.",https://a0.muscache.com/pictures/73161068/40ba860a_original.jpg,3673828,https://www.airbnb.com/users/show/3673828,Kate,2012-09-25,"Cambridge, MA","I have lived in this house for almost 30 years and have renovated almost every square inch of it.  I have two daughters who have graduated college (Colorado College & Princeton) and a son who graduated from Harvard College in 2022.  I love cycling, rowing, walks, yoga, cooking, making art and hanging out with family and friends.",within an hour,100%,97%,t,https://a0.muscache.com/im/pictures/user/User-3673828/original/d870b1bd-e5ea-4c28-8d97-8071ced6d1d9.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-3673828/original/d870b1bd-e5ea-4c28-8d97-8071ced6d1d9.jpeg?aki_policy=profile_x_medium,Cambridge,1,3,"['email', 'phone', 'work_email']",t,t,"Cambridge, Massachusetts, United States",North Cambridge,,42.39346,-71.13137,Entire rental unit,Entire home/apt,4,,1 bath,,2,[],$225.00,2,60,2,2,1125,1125,2.0,1125.0,,t,27,57,87,244,2023-12-27,356,21,0,2012-09-30,2023-10-31,4.92,4.95,4.94,4.95,4.96,4.88,4.82,C0262370491,f,1,1,0,0,2.60
742574,https://www.airbnb.com/rooms/742574,20231226203940,2023-12-27,city scrape,Rental unit in Cambridge · ★4.57 · 1 bedroom · 2 beds · 1 bath,,,https://a0.muscache.com/pictures/12207115/806440bc_original.jpg,1152305,https://www.airbnb.com/users/show/1152305,Greg,2011-09-13,"Mid-Cambridge, MA","I spent most of my adult life traveling around the globe from my home base in Portland,Oregon... sometimes staying in people's house, sometimes just a hammock between two trees.  I am currently indoctrinating my son to like these things so we can hit the road when he gets a wee bit older.  My last trip was across India by bicycle.  Good fun if you get the chance!

Since I've been in Cambridge, I've learned things that would be not possible while traveling, learning the guitar, making beer, perfecting my jerk chicken burritos...and I've grown to love this town...lively music scene, and the biking is getting better and better!",a few days or more,40%,74%,f,https://a0.muscache.com/im/pictures/user/aba7335d-0836-43d7-9196-e58ec9464540.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/aba7335d-0836-43d7-9196-e58ec9464540.jpg?aki_policy=profile_x_medium,Cambridge,5,6,"['email', 'phone']",t,f,,The Port,,42.36545,-71.10268,Entire rental unit,Entire home/apt,3,,1 bath,,2,[],$160.00,30,250,20,30,250,250,29.0,250.0,,t,29,39,61,151,2023-12-27,133,3,0,2012-12-27,2023-11-19,4.57,4.82,4.32,4.91,4.88,4.82,4.52,,f,2,2,0,0,0.99
860634,https://www.airbnb.com/rooms/860634,20231226203940,2023-12-26,city scrape,Bed and breakfast in Cambridge · ★4.93 · 1 bedroom · 1 bed · 1 shared bath,,,https://a0.muscache.com/pictures/84a0e5df-1dbe-4a60-a674-c61c76cf1ab2.jpg,4507945,https://www.airbnb.com/users/show/4507945,Deborah,2012-12-27,"Cambridge, MA","I have lived in my house in Cambridge for more than forty years, during which I have shared the space with family and first-floor tenants. Though my children are grown, I love my neighborhood and appreciate the sense of community.  I know well the advantages of this location, and I always enjoy connecting people with historic and cultural resources. In keeping with these enthusiasms, I volunteer as a guide at deCordova Sculpture Park and Museum in Lincoln and participate in projects at a community art center near my house.  I post about art in the Boston area on a blog called ART OUTDOORS. 
 (Website hidden by Airbnb) 

Currently a freelance writer and editor of educational materials, I keep a home office but still have one guest room that is not used often enough.  I think the room would prove to be a comfortable base for someone attending a conference or exploring the Boston area. 
I am vaccinated and boosted and try to follow whatever masking, testing, and cleaning guidelines are current.",within a few hours,100%,89%,t,https://a0.muscache.com/im/users/4507945/profile_pic/1356651636/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/4507945/profile_pic/1356651636/original.jpg?aki_policy=profile_x_medium,Cambridge,1,1,"['email', 'phone']",t,f,,Agassiz,,42.38373,-71.11424,Private room in bed and breakfast,Private room,2,,1 shared bath,,1,[],$70.00,3,30,3,3,30,30,3.0,30.0,,t,4,10,11,39,2023-12-26,520,36,2,2013-04-15,2023-12-09,4.93,4.95,4.92,4.99,4.98,4.93,4.93,,f,1,0,1,0,3.99
910408,https://www.airbnb.com/rooms/910408,20231226203940,2023-12-27,city scrape,Condo in Cambridge · ★4.86 · 1 bedroom · 1 bed · 1 bath,,"Mid- Cambridge is a beautiful neighborhood of Victorian houses and tree lined streets.   Convenient to everything - half way btween Harvard & Central Sqs. Enjoy excellent dining, entertainment, site seeing & seasonal events. Everything you need is near by including grocery stores, library, post office, drug stores, cafes, banks, hubway bikes, Charles River.",https://a0.muscache.com/pictures/88394741/c6e7d8e3_original.jpg,4883794,https://www.airbnb.com/users/show/4883794,Melissa,2013-01-28,"Cambridge, MA","Hi, I am Melissa. I grew up in historic Lexington Mass and studied Art History and Art Education. I make sculpture out of recycled computer parts out of a Maker Space called the Artisan's Asylum in Somerville and teach people of all ages. I put my heart and soul into renovating my condo and turned it into the dream home I always wanted! I love the back porch and back yard. It is the most relaxing place to hang out on a hot summer day! I rent to Harvard and MIT affiliates. Many international scholars have stayed in my condo.  Come visit MA. I live around the block and would be happy to give suggestions of what to see and do on your visit!",within a few hours,100%,100%,f,https://a0.muscache.com/im/pictures/user/c2d31e22-fa92-4231-95f3-8788d73f40b5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c2d31e22-fa92-4231-95f3-8788d73f40b5.jpg?aki_policy=profile_x_medium,Cambridge,1,1,"['email', 'phone']",t,t,"Cambridge, Massachusetts, United States",Mid-Cambridge,,42.37136,-71.10781,Entire condo,Entire home/apt,2,,1 bath,,1,[],$120.00,30,1124,30,30,1124,1124,30.0,1124.0,,t,0,0,0,201,2023-12-27,8,1,0,2013-05-29,2023-09-09,4.86,4.75,4.63,4.88,4.75,5.0,4.63,,f,1,1,0,0,0.06
1054635,https://www.airbnb.com/rooms/1054635,20231226203940,2023-12-27,city scrape,Rental unit in Cambridge · ★4.93 · 1 bedroom · 1 bed · 1 bath,,,https://a0.muscache.com/pictures/15861671/a53a984f_original.jpg,3087212,https://www.airbnb.com/users/show/3087212,Eleanor,2012-07-29,"Cambridge, MA",From New York. Love to go hiking for fun!,within a few hours,100%,67%,t,https://a0.muscache.com/im/users/3087212/profile_pic/1343537875/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/3087212/profile_pic/1343537875/original.jpg?aki_policy=profile_x_medium,Cambridge,1,2,"['email', 'phone']",t,t,,Mid-Cambridge,,42.37285,-71.11263,Entire rental unit,Entire home/apt,3,,1 bath,,1,[],$130.00,91,365,91,91,365,365,91.0,365.0,,t,1,1,1,1,2023-12-27,15,3,1,2013-08-10,2023-12-10,4.93,4.93,4.87,4.93,4.93,5.0,4.53,,f,1,1,0,0,0.12
1080789,https://www.airbnb.com/rooms/1080789,20231226203940,2023-12-27,previous scrape,Condo in Cambridge · 4 bedrooms · 3 beds · 2 baths,,"great neighborhood, again deets will be found in other listing",https://a0.muscache.com/pictures/miso/Hosting-1080789/original/55473caf-52ba-40ae-adde-11e03e60bcbe.jpeg,40965,https://www.airbnb.com/users/show/40965,Judy,2009-09-24,"Cambridge, MA","Friendly, politically progressive, resourceful... I love hosting people from all over the world, and know the area well for a native NY'er. You will find the environment 'on the court' restful, peaceful and as one  guest from put it, ""I  figured you were a healer of some sort-- because your home feels healing."" Our place is relaxing and down to earth, with  an artistic and colorful ambiance, and lots of sunlight.",within an hour,100%,51%,t,https://a0.muscache.com/im/users/40965/profile_pic/1417297269/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/40965/profile_pic/1417297269/original.jpg?aki_policy=profile_x_medium,Cambridge,4,4,"['email', 'phone']",t,t,"Cambridge, Massachusetts, United States",North Cambridge,,42.39426,-71.13258,Entire condo,Entire home/apt,7,,2 baths,,3,[],$450.00,10,30,10,10,30,30,10.0,30.0,,t,23,53,83,342,2023-12-27,0,0,0,,,,,,,,,,C0169140491,f,3,1,2,0,
1097262,https://www.airbnb.com/rooms/1097262,20231226203940,2023-12-27,city scrape,Rental unit in Cambridge · ★4.77 · 1 bedroom · 1 bed · 1 shared bath,,,https://a0.muscache.com/pictures/91480300/5645f361_original.jpg,6030020,https://www.airbnb.com/users/show/6030020,Jason,2013-04-21,"Cambridge, MA","I'm a software dev who has lived in Cambridge for many years & love all my town offers

Happy to offer local recommendations:
bike trails, kayaking & other outdoor activities (especially nature outings — the Charles River is 3 blocks away!), whale watching, comedy, museums, cultural events

You're also welcome to use my fleet of renovated bikes for exploring, free of charge

I’m always reachable for anything that will make your stay comfortable",within an hour,100%,76%,t,https://a0.muscache.com/im/pictures/user/User-6030020/original/0cf68826-ee26-4deb-b6a0-c21055204f75.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-6030020/original/0cf68826-ee26-4deb-b6a0-c21055204f75.jpeg?aki_policy=profile_x_medium,Cambridge,5,7,"['email', 'phone']",t,t,,Cambridgeport,,42.35734,-71.10973,Private room in rental unit,Private room,2,,1 shared bath,,1,[],$67.00,21,1125,21,21,1125,1125,21.0,1125.0,,t,0,25,55,330,2023-12-27,49,2,0,2013-05-17,2023-09-19,4.77,4.81,4.77,4.83,4.71,4.65,4.52,,f,5,1,4,0,0.38
1140201,https://www.airbnb.com/rooms/1140201,20231226203940,2023-12-27,city scrape,Rental unit in Cambridge · ★4.71 · 1 bedroom · 1 bed · 1 shared bath,,,https://a0.muscache.com/pictures/91482021/45200a12_original.jpg,6030020,https://www.airbnb.com/users/show/6030020,Jason,2013-04-21,"Cambridge, MA","I'm a software dev who has lived in Cambridge for many years & love all my town offers

Happy to offer local recommendations:
bike trails, kayaking & other outdoor activities (especially nature outings — the Charles River is 3 blocks away!), whale watching, comedy, museums, cultural events

You're also welcome to use my fleet of renovated bikes for exploring, free of charge

I’m always reachable for anything that will make your stay comfortable",within an hour,100%,76%,t,https://a0.muscache.com/im/pictures/user/User-6030020/original/0cf68826-ee26-4deb-b6a0-c21055204f75.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-6030020/original/0cf68826-ee26-4deb-b6a0-c21055204f75.jpeg?aki_policy=profile_x_medium,Cambridge,5,7,"['email', 'phone']",t,t,,Cambridgeport,,42.35966,-71.10854,Private room in rental unit,Private room,2,,1 shared bath,,1,[],$41.00,21,1125,21,21,1125,1125,21.0,1125.0,,t,4,28,58,333,2023-12-27,79,5,0,2013-05-31,2023-11-04,4.71,4.79,4.73,4.84,4.83,4.82,4.53,,f,5,1,4,0,0.61
1141088,https://www.airbnb.com/rooms/1141088,20231226203940,2023-12-27,city scrape,Rental unit in Cambridge · ★4.77 · 2 bedrooms · 2 beds · 1 bath,,What is not to love about Inman Square!! Tons of Restaurants and still maintaining a neighborhood feel. There are 2 WholeFoods Markets within a 10 minute walk.,https://a0.muscache.com/pictures/miso/Hosting-1141088/original/8bd3e8ce-bc84-49bf-a104-bfbd7506ecbd.jpeg,2530211,https://www.airbnb.com/users/show/2530211,Erin,2012-06-02,"Cambridge, MA","I am married and a mom to two amazing children and an Airbnb host since 2012. I was the Chef/Owner of two award winning restaurants in Boston prior to having children. My husband Chad is a Communications Consultant. 

 Cambridge has been our home for over 20 years and is an amazing place to live and raise a family.",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/75236b7e-0359-43ba-a452-b9271b3cac63.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/75236b7e-0359-43ba-a452-b9271b3cac63.jpg?aki_policy=profile_x_medium,Cambridge,2,2,"['email', 'phone']",t,t,"Cambridge, Massachusetts, United States",Wellington-Harrington,,42.37324,-71.09635,Entire rental unit,Entire home/apt,4,,1 bath,,2,[],$160.00,2,62,2,2,62,62,2.0,62.0,,t,14,39,56,169,2023-12-27,589,77,3,2013-05-15,2023-12-17,4.77,4.9,4.84,4.95,4.93,4.84,4.75,STR-14611,f,1,1,0,0,4.56
